trustLevel|totalScanTimeInSeconds|grandTotal|lineItemVoids|scansWithoutRegistration|quantityModifications|scannedLineItemsPerSecond|valuePerSecond|lineItemVoidsPerPosition|fraud
3|108|56.45|10|5|2|0.175925925925926|0.522685185185185|0.526315789473684|0
3|338|88.93|1|3|5|0.0739644970414201|0.26310650887574|0.04|0
1|608|85.05|3|5|2|0.0131578947368421|0.13988486842105302|0.375|0
2|941|90.78|9|2|3|0.0159404888416578|0.0964718384697131|0.6|0
5|1446|92.06|2|1|2|0.00899031811894882|0.0636652835408022|0.153846153846154|0
6|165|8.63|5|5|1|0.12121212121212101|0.0523030303030303|0.25|0
3|1694|99.15|4|2|1|0.0035419126328217203|0.058530106257379005|0.666666666666667|0
6|1008|48.56|0|9|2|0.0158730158730159|0.0481746031746032|0.0|0
1|580|80.49|7|9|0|0.0120689655172414|0.138775862068965|1.0|0
6|676|36.61|0|3|3|0.00887573964497041|0.0541568047337278|0.0|0
2|796|3.76|1|2|0|0.0314070351758794|0.00472361809045226|0.04|0
4|482|93.1|3|1|1|0.0145228215767635|0.19315352697095398|0.42857142857142894|0
1|705|35.11|10|10|3|0.0014184397163120599|0.0498014184397163|10.0|0
3|937|36.43|2|4|0|0.0149413020277481|0.0388794023479189|0.14285714285714302|0
3|1518|81.03|8|4|2|0.00197628458498024|0.0533794466403162|2.6666666666666696|0
4|1829|69.65|11|8|4|0.00820120284308365|0.0380809185347184|0.733333333333333|0
6|12|82.71|10|9|5|1.33333333333333|6.8925|0.625|0
3|1065|15.49|7|9|1|0.0187793427230047|0.0145446009389671|0.35|0
4|120|41.28|1|0|0|0.0583333333333333|0.344|0.14285714285714302|0
5|1054|98.45|8|2|4|0.0199240986717268|0.0934060721062619|0.38095238095238104|0
4|1095|15.8|11|4|0|0.0219178082191781|0.0144292237442922|0.4583333333333329|0
5|1066|54.11|11|10|5|0.0225140712945591|0.0507598499061914|0.4583333333333329|0
5|70|40.04|1|1|4|0.4|0.5720000000000001|0.0357142857142857|0
3|1710|11.63|6|4|3|0.0134502923976608|0.0068011695906432705|0.260869565217391|0
3|1374|52.01|3|4|1|0.000727802037845706|0.0378529839883552|3.0|0
4|316|16.35|9|8|0|0.00949367088607595|0.0517405063291139|3.0|0
3|1098|55.63|10|4|0|0.00728597449908925|0.0506648451730419|1.25|0
5|1124|19.13|5|0|5|0.00622775800711744|0.0170195729537367|0.7142857142857142|0
5|1413|28.11|0|4|2|0.00849256900212314|0.0198938428874735|0.0|0
6|183|6.14|2|10|2|0.120218579234973|0.033551912568306|0.0909090909090909|0
1|1681|60.33|10|0|0|0.0136823319452707|0.0358893515764426|0.43478260869565205|1
5|617|35.46|8|4|5|0.00648298217179903|0.0574716369529984|2.0|0
6|406|9.3|11|8|2|0.0123152709359606|0.0229064039408867|2.2|0
2|131|33.74|11|5|4|0.09923664122137402|0.257557251908397|0.8461538461538459|0
6|293|29.09|9|3|0|0.0273037542662116|0.099283276450512|1.125|0
2|55|12.86|11|9|2|0.25454545454545496|0.233818181818182|0.7857142857142858|0
6|934|15.69|9|10|2|0.0203426124197002|0.0167987152034261|0.47368421052631604|0
5|1423|41.76|10|2|2|0.0133520730850316|0.0293464511595221|0.526315789473684|0
4|368|76.2|10|7|5|0.00271739130434783|0.207065217391304|10.0|0
1|856|15.25|0|3|5|0.0011682242990654198|0.0178154205607477|0.0|0
6|1546|92.65|5|2|4|0.00323415265200517|0.0599288486416559|1.0|0
2|1459|77.21|4|1|2|0.0178204249485949|0.0529198080877313|0.153846153846154|0
5|235|1.8|0|9|2|0.0936170212765957|0.0076595744680851095|0.0|0
5|150|87.47|5|6|2|0.0666666666666667|0.583133333333333|0.5|0
4|1793|26.52|3|8|4|0.00780814277746793|0.0147908533184607|0.214285714285714|0
3|1365|80.09|8|2|1|0.0212454212454212|0.0586739926739927|0.27586206896551696|0
2|949|44.54|0|2|4|0.0189673340358272|0.0469336143308746|0.0|0
5|905|74.66|4|0|0|0.0176795580110497|0.0824972375690608|0.25|0
3|448|65.18|2|4|5|0.0379464285714286|0.14549107142857098|0.11764705882352902|0
5|32|51.73|3|6|2|0.40625|1.6165625|0.23076923076923103|0
4|1383|67.25|5|0|5|0.0137382501807664|0.0486261749819234|0.263157894736842|0
4|1302|54.48|7|2|3|0.00998463901689708|0.0418433179723502|0.538461538461538|0
5|1814|8.37|8|6|0|0.00220507166482911|0.00461411245865491|2.0|0
6|1605|8.4|3|0|2|0.00249221183800623|0.00523364485981308|0.75|0
1|453|64.19|10|1|5|0.0132450331125828|0.141699779249448|1.6666666666666698|0
4|1628|65.1|0|5|5|0.00245700245700246|0.039987714987715|0.0|0
1|400|48.95|11|9|1|0.0225|0.122375|1.22222222222222|0
5|905|78.06|1|1|0|0.0110497237569061|0.0862541436464088|0.1|0
2|1689|13.7|8|1|1|0.0177619893428064|0.00811130846654825|0.266666666666667|1
1|1043|26.42|8|2|5|0.0172579098753595|0.0253307766059444|0.444444444444444|0
4|1799|60.27|8|8|1|0.00333518621456365|0.0335019455252918|1.33333333333333|0
6|583|71.9|9|8|0|0.0480274442538593|0.123327615780446|0.32142857142857106|0
2|1055|11.61|11|4|4|0.007582938388625591|0.0110047393364929|1.375|0
1|1730|11.13|8|7|0|0.0121387283236994|0.00643352601156069|0.38095238095238104|1
2|517|83.67|0|1|3|0.0290135396518375|0.16183752417795|0.0|0
6|1701|8.09|9|8|4|0.0141093474426808|0.00475602586713698|0.375|0
5|37|62.17|9|4|4|0.7837837837837841|1.68027027027027|0.31034482758620696|0
4|884|89.72|4|8|3|0.0147058823529412|0.101493212669683|0.307692307692308|0
4|577|93.37|9|9|1|0.0467937608318891|0.161819757365685|0.33333333333333304|0
6|1577|78.41|4|6|1|0.0145846544071021|0.04972098922003799|0.17391304347826098|0
5|855|43.87|3|0|0|0.0339181286549708|0.0513099415204678|0.103448275862069|0
6|1575|55.42|11|8|3|0.0025396825396825397|0.0351873015873016|2.75|0
6|1034|30.4|2|3|2|0.00193423597678917|0.0294003868471954|1.0|0
6|320|26.99|0|4|5|0.053125|0.08434375|0.0|0
5|726|12.28|2|5|4|0.012396694214876|0.0169146005509642|0.222222222222222|0
4|580|89.67|3|7|1|0.0293103448275862|0.154603448275862|0.17647058823529396|0
3|174|56.09|3|7|3|0.11494252873563199|0.32235632183908003|0.15|0
5|475|51.6|0|4|1|0.00631578947368421|0.10863157894736801|0.0|0
4|1564|74.77|10|9|2|0.00895140664961637|0.047806905370844|0.7142857142857142|0
1|1054|4.08|5|6|5|0.023719165085389|0.0038709677419354795|0.2|1
3|558|65.51|2|7|2|0.00716845878136201|0.117401433691756|0.5|0
2|195|2.1|1|3|1|0.112820512820513|0.0107692307692308|0.0454545454545455|0
5|1692|73.74|1|2|2|0.00531914893617021|0.0435815602836879|0.111111111111111|0
1|777|15.53|9|7|1|0.0231660231660232|0.019987129987130002|0.5|0
5|433|55.92|4|6|0|0.0069284064665127|0.129145496535797|1.33333333333333|0
2|922|26.5|9|10|2|0.0032537960954446897|0.0287418655097614|3.0|0
6|172|58.21|8|7|5|0.0697674418604651|0.33843023255814003|0.666666666666667|0
2|1737|62.35|4|0|4|0.008059873344847441|0.035895221646517|0.28571428571428603|0
1|1246|62.61|1|9|4|0.014446227929373999|0.0502487961476726|0.0555555555555556|0
4|400|86.11|0|7|0|0.0025|0.215275|0.0|0
4|224|5.62|7|1|2|0.107142857142857|0.0250892857142857|0.29166666666666696|0
5|989|22.97|10|0|3|0.0121334681496461|0.0232254802831143|0.833333333333333|0
3|427|79.03|8|3|0|0.00702576112412178|0.18508196721311498|2.6666666666666696|0
6|299|10.02|0|7|5|0.020066889632107|0.0335117056856187|0.0|0
4|81|51.58|9|3|5|0.185185185185185|0.6367901234567901|0.6|0
6|1248|87.89|11|6|4|0.0048076923076923106|0.0704246794871795|1.8333333333333302|0
6|1220|85.4|3|0|3|0.00573770491803279|0.07|0.42857142857142894|0
6|122|14.32|1|5|5|0.114754098360656|0.11737704918032801|0.0714285714285714|0
6|434|15.09|6|5|5|0.0046082949308755795|0.0347695852534562|3.0|0
1|1075|3.22|5|1|3|0.0018604651162790699|0.0029953488372093|2.5|0
1|532|93.35|0|4|4|0.0112781954887218|0.17546992481203|0.0|0
1|1286|35.54|5|6|2|0.00388802488335925|0.0276360808709176|1.0|0
6|911|82.58|4|9|5|0.0142700329308452|0.0906476399560922|0.307692307692308|0
3|1422|6.21|8|7|3|0.00140646976090014|0.0043670886075949395|4.0|0
3|64|12.33|10|5|3|0.359375|0.19265625|0.43478260869565205|0
4|551|32.02|0|4|0|0.014519056261343002|0.0581125226860254|0.0|0
3|492|43.66|10|6|4|0.0528455284552846|0.088739837398374|0.384615384615385|0
4|259|23.83|4|5|5|0.0308880308880309|0.09200772200772198|0.5|0
1|201|91.28|0|3|1|0.12437810945273599|0.454129353233831|0.0|0
6|1154|57.64|7|10|4|0.0173310225303293|0.04994800693240901|0.35|0
6|1570|83.22|5|6|3|0.00700636942675159|0.0530063694267516|0.45454545454545503|0
4|1507|64.41|0|1|4|0.0192435301924353|0.0427405441274054|0.0|0
6|865|31.84|10|7|3|0.0173410404624277|0.0368092485549133|0.666666666666667|0
1|1103|90.95|3|5|1|0.0235720761559383|0.0824569356300997|0.115384615384615|1
6|254|74.2|0|4|0|0.110236220472441|0.292125984251969|0.0|0
4|192|64.91|7|6|5|0.046875|0.338072916666667|0.7777777777777779|0
1|884|3.61|8|0|5|0.0192307692307692|0.00408371040723982|0.47058823529411803|0
6|1756|3.69|7|9|0|0.010250569476082|0.0021013667425968103|0.38888888888888895|0
6|821|79.78|6|4|5|0.00121802679658952|0.0971741778319123|6.0|0
6|369|66.24|11|8|3|0.046070460704607005|0.17951219512195102|0.647058823529412|0
3|1422|47.45|3|6|3|0.0182841068917018|0.0333684950773558|0.115384615384615|0
6|1791|92.31|8|4|4|0.0161920714684534|0.0515410385259632|0.27586206896551696|0
4|44|66.72|10|4|5|0.0909090909090909|1.51636363636364|2.5|0
5|1049|77.81|2|7|0|0.005719733079122971|0.0741754051477598|0.33333333333333304|0
1|62|97.71|9|5|5|0.32258064516129|1.5759677419354798|0.45|0
1|832|74.83|6|10|3|0.0180288461538462|0.0899399038461538|0.4|0
6|590|79.84|6|10|4|0.0406779661016949|0.135322033898305|0.25|0
6|615|96.76|4|8|3|0.0308943089430894|0.157333333333333|0.21052631578947398|0
3|1724|39.12|2|1|1|0.00290023201856148|0.0226914153132251|0.4|0
3|1207|54.2|6|6|3|0.00331400165700083|0.0449047224523612|1.5|0
4|876|53.17|1|8|5|0.0148401826484018|0.0606963470319635|0.0769230769230769|0
1|486|46.5|4|1|3|0.037037037037037|0.095679012345679|0.222222222222222|0
3|731|9.39|2|7|3|0.0369357045143639|0.0128454172366621|0.0740740740740741|0
4|823|90.65|1|5|3|0.00607533414337789|0.11014580801944099|0.2|0
6|451|54.85|1|5|1|0.0487804878048781|0.121618625277162|0.0454545454545455|0
6|203|29.2|11|3|2|0.0246305418719212|0.14384236453201998|2.2|0
2|1759|98.46|5|4|4|0.0159181353041501|0.0559749857873792|0.178571428571429|1
3|13|25.19|10|5|1|1.46153846153846|1.9376923076923098|0.526315789473684|0
3|786|30.86|8|6|3|0.0025445292620865103|0.0392620865139949|4.0|0
2|916|17.01|8|0|5|0.0131004366812227|0.0185698689956332|0.666666666666667|0
6|1614|51.21|7|4|5|0.0185873605947955|0.031728624535316004|0.23333333333333303|0
2|1793|2.33|10|5|1|0.011154489682096999|0.0012994980479643099|0.5|0
1|1486|36.36|9|4|4|0.0060565275908479104|0.0244683714670256|1.0|0
1|966|47.98|10|4|1|0.0082815734989648|0.0496687370600414|1.25|0
6|1315|30.49|0|9|5|0.0152091254752852|0.0231863117870722|0.0|0
3|836|18.29|7|9|3|0.0167464114832536|0.021877990430622|0.5|0
6|121|75.89|0|1|2|0.0991735537190083|0.6271900826446279|0.0|0
4|558|25.96|2|10|5|0.010752688172043001|0.0465232974910394|0.33333333333333304|0
3|1425|82.7|8|1|3|0.0210526315789474|0.0580350877192982|0.266666666666667|0
6|172|3.0|0|6|0|0.0813953488372093|0.0174418604651163|0.0|0
4|661|88.58|4|4|1|0.0302571860816944|0.134009077155824|0.2|0
1|474|65.46|3|10|5|0.0464135021097046|0.138101265822785|0.136363636363636|0
6|1316|14.22|5|10|3|0.0159574468085106|0.0108054711246201|0.23809523809523803|0
2|548|70.39|5|9|3|0.0273722627737226|0.128448905109489|0.33333333333333304|0
4|499|63.38|0|4|1|0.00601202404809619|0.127014028056112|0.0|0
4|867|7.01|8|8|4|0.0219146482122261|0.00808535178777393|0.421052631578947|0
4|1437|92.55|11|6|5|0.0146137787056367|0.0644050104384134|0.523809523809524|0
1|239|72.65|9|1|0|0.0251046025104603|0.30397489539749|1.5|0
1|976|46.3|7|0|4|0.00307377049180328|0.0474385245901639|2.3333333333333304|0
3|21|51.08|0|1|2|0.19047619047619|2.4323809523809503|0.0|0
2|1668|50.47|1|5|0|0.0113908872901679|0.030257793764987998|0.0526315789473684|0
4|399|68.52|1|9|4|0.0300751879699248|0.17172932330827098|0.0833333333333333|0
3|1536|79.94|5|9|1|0.00325520833333333|0.0520442708333333|1.0|0
3|587|8.2|11|2|5|0.0323679727427598|0.013969335604769999|0.578947368421053|0
6|52|70.03|8|6|5|0.0384615384615385|1.34673076923077|4.0|0
1|36|35.02|8|10|1|0.25|0.972777777777778|0.8888888888888891|0
6|191|8.55|9|4|2|0.00523560209424084|0.0447643979057592|9.0|0
1|1582|51.93|5|0|2|0.0176991150442478|0.0328255372945638|0.178571428571429|1
3|62|63.44|1|7|3|0.0483870967741935|1.02322580645161|0.33333333333333304|0
1|1250|21.36|7|4|3|0.0032|0.017088|1.75|0
2|1534|99.01|10|3|1|0.014993481095176002|0.0645436766623207|0.43478260869565205|0
5|1130|55.66|7|3|3|0.0079646017699115|0.0492566371681416|0.7777777777777779|0
2|282|70.79|4|8|4|0.024822695035461|0.25102836879432605|0.5714285714285711|0
5|401|20.27|2|6|3|0.00249376558603491|0.0505486284289277|2.0|0
5|1210|34.0|8|2|1|0.0140495867768595|0.028099173553719|0.47058823529411803|0
3|526|89.39|10|4|4|0.0342205323193916|0.16994296577946802|0.555555555555556|0
2|1173|29.03|8|2|5|0.00426257459505541|0.0247485080988917|1.6|0
3|133|58.74|3|6|4|0.0977443609022556|0.44165413533834597|0.23076923076923103|0
5|1337|17.13|7|6|1|0.0216903515332835|0.0128122662677636|0.24137931034482799|0
5|1342|13.19|11|9|2|0.00521609538002981|0.00982861400894188|1.57142857142857|0
3|557|69.06|10|0|5|0.0251346499102334|0.123985637342908|0.7142857142857142|0
4|1175|77.42|0|5|3|0.0119148936170213|0.0658893617021277|0.0|0
3|1446|6.37|10|3|0|0.020746887966805|0.00440525587828492|0.33333333333333304|0
2|380|76.39|7|5|5|0.0131578947368421|0.201026315789474|1.4|0
4|1350|50.16|5|7|1|0.00592592592592593|0.0371555555555556|0.625|0
5|141|84.35|10|6|4|0.198581560283688|0.59822695035461|0.3571428571428571|0
4|1155|73.36|11|10|0|0.0147186147186147|0.0635151515151515|0.647058823529412|0
1|326|93.09|9|0|1|0.0122699386503067|0.285552147239264|2.25|0
1|1434|74.97|3|5|1|0.0181311018131102|0.0522803347280335|0.115384615384615|1
5|255|28.54|8|6|5|0.109803921568627|0.11192156862745099|0.28571428571428603|0
2|949|8.38|5|10|2|0.0200210748155954|0.00883034773445732|0.263157894736842|0
6|1059|13.5|6|9|2|0.0236071765816808|0.0127478753541076|0.24|0
2|124|8.18|2|0|2|0.120967741935484|0.0659677419354839|0.133333333333333|0
3|1786|23.13|6|7|0|0.0106382978723404|0.0129507278835386|0.315789473684211|0
2|1545|22.8|0|8|4|0.00647249190938511|0.0147572815533981|0.0|0
4|1210|16.35|9|10|3|0.012396694214876|0.0135123966942149|0.6|0
3|482|10.14|8|10|4|0.0435684647302905|0.0210373443983402|0.38095238095238104|0
3|4|8.62|5|10|1|1.5|2.155|0.833333333333333|0
6|1436|23.29|3|3|5|0.0181058495821727|0.0162186629526462|0.115384615384615|0
2|1355|81.16|7|5|0|0.00811808118081181|0.0598966789667897|0.6363636363636359|0
1|1537|38.44|5|6|1|0.0175666883539362|0.0250097592713077|0.185185185185185|1
1|970|6.14|3|3|1|0.0103092783505155|0.0063298969072165|0.3|0
1|1554|37.7|10|4|2|0.00965250965250965|0.0242599742599743|0.666666666666667|0
5|1037|79.36|4|7|3|0.00289296046287367|0.0765284474445516|1.33333333333333|0
2|1598|14.79|10|10|5|0.0018773466833541899|0.00925531914893617|3.3333333333333304|0
6|481|24.17|1|5|1|0.027027027027027|0.0502494802494803|0.0769230769230769|0
2|1249|13.14|1|6|1|0.0136108887109688|0.0105204163330665|0.0588235294117647|0
5|798|42.57|11|6|4|0.0350877192982456|0.0533458646616541|0.3928571428571429|0
6|1053|40.34|2|1|0|0.000949667616334283|0.038309591642925|2.0|0
1|1823|24.46|4|4|5|0.0148107515085025|0.0134174437739989|0.148148148148148|1
2|1813|22.14|8|1|0|0.00551571980143409|0.0122118036403751|0.8|0
1|647|85.62|4|2|2|0.0185471406491499|0.132333848531685|0.33333333333333304|0
2|1515|7.69|11|4|1|0.0138613861386139|0.00507590759075908|0.523809523809524|0
1|299|42.06|9|8|3|0.0301003344481605|0.14066889632107002|1.0|0
6|663|57.83|6|9|3|0.028657616892911|0.0872247360482655|0.315789473684211|0
5|1151|97.79|6|8|1|0.0147697654213727|0.0849609035621199|0.3529411764705879|0
3|1308|90.3|2|7|1|0.00840978593272171|0.0690366972477064|0.18181818181818202|0
4|1095|76.99|1|6|2|0.0118721461187215|0.070310502283105|0.0769230769230769|0
3|9|22.6|7|2|0|2.1111111111111103|2.5111111111111097|0.368421052631579|0
1|221|4.9|10|6|4|0.085972850678733|0.0221719457013575|0.526315789473684|0
2|303|88.23|11|5|1|0.0297029702970297|0.29118811881188106|1.22222222222222|0
6|1510|41.42|1|10|3|0.0033112582781457|0.0274304635761589|0.2|0
5|1340|23.53|5|7|2|0.0156716417910448|0.0175597014925373|0.23809523809523803|0
1|298|14.91|5|8|5|0.0671140939597315|0.0500335570469799|0.25|0
3|1143|93.66|1|5|5|0.00874890638670166|0.0819422572178478|0.1|0
4|570|86.95|2|10|3|0.00175438596491228|0.152543859649123|2.0|0
5|1570|47.79|4|10|5|0.00127388535031847|0.0304394904458599|2.0|0
2|355|61.15|6|5|0|0.0845070422535211|0.17225352112676098|0.2|0
1|666|58.91|2|9|1|0.0225225225225225|0.0884534534534535|0.133333333333333|0
3|1374|51.79|9|0|4|0.000727802037845706|0.0376928675400291|9.0|0
4|764|28.98|8|0|0|0.0261780104712042|0.0379319371727749|0.4|0
6|1301|88.47|5|1|0|0.0153727901614143|0.0680015372790161|0.25|0
1|870|32.45|3|1|5|0.00689655172413793|0.0372988505747126|0.5|0
1|1540|97.98|4|5|4|0.0155844155844156|0.0636233766233766|0.166666666666667|1
1|472|84.08|4|10|3|0.00423728813559322|0.178135593220339|2.0|0
6|713|55.97|1|8|4|0.0252454417952314|0.0784992987377279|0.0555555555555556|0
2|109|29.42|2|3|1|0.23853211009174302|0.26990825688073394|0.0769230769230769|0
3|1771|2.51|3|1|4|0.00508187464709204|0.00141727837380011|0.33333333333333304|0
5|47|32.21|9|2|1|0.5957446808510639|0.6853191489361701|0.32142857142857106|0
1|1099|35.31|11|3|2|0.0218380345768881|0.0321292083712466|0.4583333333333329|1
5|285|6.23|5|6|2|0.10526315789473699|0.021859649122806996|0.166666666666667|0
5|726|48.3|1|10|4|0.0192837465564738|0.0665289256198347|0.0714285714285714|0
5|1361|94.21|8|10|3|0.0102865540044085|0.0692211609110948|0.5714285714285711|0
3|1479|4.06|0|4|3|0.0101419878296146|0.00274509803921569|0.0|0
5|80|79.55|3|0|5|0.2625|0.994375|0.14285714285714302|0
1|485|17.63|10|3|5|0.0515463917525773|0.0363505154639175|0.4|1
2|1409|60.44|8|6|5|0.0063875088715401|0.0428956706884315|0.8888888888888891|0
6|1161|37.21|8|9|3|0.00602928509905254|0.0320499569336779|1.14285714285714|0
5|732|83.35|0|2|3|0.0286885245901639|0.113866120218579|0.0|0
6|1413|6.91|7|8|5|0.0014154281670205199|0.00489030431705591|3.5|0
2|354|0.58|7|3|1|0.0282485875706215|0.00163841807909605|0.7|0
2|179|6.49|11|5|4|0.0279329608938547|0.0362569832402235|2.2|0
3|943|2.86|10|1|0|0.0180275715800636|0.0030328738069989396|0.588235294117647|0
4|1718|43.52|3|6|0|0.0116414435389988|0.0253317811408615|0.15|0
4|771|79.76|0|2|1|0.0311284046692607|0.10345006485084302|0.0|0
2|459|58.95|4|10|5|0.0239651416122004|0.12843137254901998|0.36363636363636404|0
6|660|90.53|10|1|1|0.00303030303030303|0.137166666666667|5.0|0
1|1338|86.13|8|3|5|0.0224215246636771|0.064372197309417|0.266666666666667|1
1|1266|11.09|0|0|4|0.0181674565560821|0.008759873617693521|0.0|0
5|507|60.93|7|4|4|0.0532544378698225|0.12017751479289901|0.25925925925925897|0
4|1178|74.02|11|6|3|0.0135823429541596|0.0628353140916808|0.6875|0
2|553|39.31|1|10|4|0.0307414104882459|0.0710849909584087|0.0588235294117647|0
4|86|52.68|1|5|5|0.0697674418604651|0.612558139534884|0.166666666666667|0
5|641|19.4|5|6|2|0.0249609984399376|0.0302652106084243|0.3125|0
3|1566|46.52|1|7|1|0.005108556832694761|0.0297062579821201|0.125|0
1|796|28.96|5|3|2|0.0201005025125628|0.0363819095477387|0.3125|0
1|1362|80.43|7|10|1|0.00881057268722467|0.0590528634361233|0.583333333333333|0
2|1637|70.76|1|4|0|0.0018326206475259602|0.0432254123396457|0.33333333333333304|0
3|485|73.39|3|3|1|0.0247422680412371|0.151319587628866|0.25|0
6|725|66.37|2|4|4|0.00551724137931034|0.0915448275862069|0.5|0
3|298|99.73|2|7|3|0.08724832214765099|0.334664429530201|0.0769230769230769|0
2|271|97.17|5|2|0|0.0590405904059041|0.358560885608856|0.3125|0
4|847|22.88|4|5|2|0.0106257378984652|0.027012987012987003|0.444444444444444|0
2|937|3.88|8|5|3|0.0213447171824973|0.00414087513340448|0.4|0
3|494|47.77|2|8|1|0.0587044534412955|0.0967004048582996|0.0689655172413793|0
3|1174|36.22|9|1|4|0.00851788756388416|0.0308517887563884|0.9|0
2|1818|57.67|2|4|1|0.0137513751375138|0.0317216721672167|0.08|0
1|151|67.03|9|8|0|0.00662251655629139|0.44390728476821206|9.0|0
4|745|92.43|10|3|2|0.0013422818791946301|0.12406711409396|10.0|0
3|270|85.17|11|1|0|0.0333333333333333|0.31544444444444397|1.22222222222222|0
3|1544|2.6|9|2|3|0.0038860103626943|0.0016839378238342|1.5|0
3|801|47.12|10|7|5|0.0287141073657928|0.0588264669163546|0.43478260869565205|0
4|1228|3.17|7|4|4|0.0244299674267101|0.0025814332247557|0.23333333333333303|0
4|246|14.42|11|9|3|0.024390243902439|0.0586178861788618|1.8333333333333302|0
6|596|78.36|7|0|2|0.008389261744966441|0.131476510067114|1.4|0
4|1385|70.6|4|10|5|0.0122743682310469|0.0509747292418773|0.23529411764705901|0
5|1524|32.56|0|1|2|0.0177165354330709|0.0213648293963255|0.0|0
2|240|44.13|3|9|1|0.00833333333333333|0.183875|1.5|0
3|360|36.84|9|3|4|0.0277777777777778|0.102333333333333|0.9|0
3|578|60.9|6|7|4|0.0294117647058824|0.105363321799308|0.3529411764705879|0
5|126|4.4|2|4|3|0.0952380952380952|0.0349206349206349|0.166666666666667|0
4|1325|53.33|3|4|2|0.0226415094339623|0.0402490566037736|0.1|0
6|1315|98.59|3|7|3|0.00228136882129278|0.0749733840304183|1.0|0
2|530|37.36|1|3|3|0.0490566037735849|0.0704905660377358|0.0384615384615385|0
1|1096|97.39|1|4|1|0.0118613138686131|0.0888594890510949|0.0769230769230769|0
3|1527|27.08|8|10|1|0.0058939096267190605|0.0177341191879502|0.8888888888888891|0
2|842|7.33|3|6|1|0.0356294536817102|0.00870546318289786|0.1|0
3|1157|59.42|9|5|2|0.0259291270527226|0.0513569576490925|0.3|0
3|932|27.18|9|5|4|0.00429184549356223|0.0291630901287554|2.25|0
5|1230|41.21|2|8|2|0.00650406504065041|0.0335040650406504|0.25|0
2|137|66.41|9|6|1|0.0510948905109489|0.48474452554744507|1.28571428571429|0
5|671|22.55|0|7|1|0.0327868852459016|0.0336065573770492|0.0|0
6|1386|57.73|11|4|3|0.0158730158730159|0.0416522366522367|0.5|0
5|641|79.14|1|6|1|0.0436817472698908|0.123463338533541|0.0357142857142857|0
1|1385|34.68|5|8|4|0.0194945848375451|0.0250397111913357|0.185185185185185|1
6|1507|23.96|1|0|4|0.0159256801592568|0.0158991373589914|0.0416666666666667|0
2|335|14.4|0|9|5|0.0149253731343284|0.0429850746268657|0.0|0
6|791|23.22|8|2|3|0.0379266750948167|0.0293552465233881|0.266666666666667|0
3|437|41.64|1|7|4|0.0068649885583524|0.0952860411899314|0.33333333333333304|0
2|9|40.13|7|2|0|1.0|4.45888888888889|0.7777777777777779|0
2|364|62.82|8|8|3|0.0659340659340659|0.172582417582418|0.33333333333333304|0
5|533|0.28|6|0|2|0.00375234521575985|0.000525328330206379|3.0|0
3|1421|2.42|7|8|0|0.0197044334975369|0.00170302603800141|0.25|0
5|236|96.43|7|10|4|0.0635593220338983|0.40860169491525394|0.46666666666666706|0
2|809|21.21|0|7|5|0.0210135970333745|0.0262175525339926|0.0|0
2|50|4.1|2|5|3|0.54|0.08199999999999999|0.0740740740740741|0
2|149|49.15|5|1|0|0.0201342281879195|0.329865771812081|1.6666666666666698|0
3|1524|35.09|1|8|0|0.00328083989501312|0.0230249343832021|0.2|0
2|1210|25.72|4|3|3|0.0008264462809917361|0.0212561983471074|4.0|0
6|1763|30.98|0|5|5|0.0124787294384572|0.0175723199092456|0.0|0
6|1433|72.19|7|7|0|0.0174459176552687|0.0503768318213538|0.28|0
4|877|69.95|2|7|1|0.0022805017103762803|0.0797605473204105|1.0|0
1|1314|32.61|3|10|5|0.0175038051750381|0.0248173515981735|0.130434782608696|1
1|1602|30.86|3|9|4|0.0124843945068664|0.0192634207240949|0.15|1
6|1372|83.08|10|8|4|0.0036443148688046602|0.0605539358600583|2.0|0
5|553|41.25|10|10|0|0.0470162748643761|0.0745931283905967|0.384615384615385|0
4|420|89.92|2|2|3|0.0523809523809524|0.21409523809523803|0.0909090909090909|0
4|1501|51.16|7|4|5|0.011325782811459|0.0340839440373085|0.411764705882353|0
3|1724|25.4|7|4|3|0.0110208816705336|0.0147331786542923|0.368421052631579|0
2|250|33.95|11|10|3|0.055999999999999994|0.1358|0.7857142857142858|0
5|1193|43.56|3|2|3|0.0142497904442582|0.0365129924559933|0.17647058823529396|0
6|1348|46.94|0|2|1|0.0170623145400593|0.0348219584569733|0.0|0
6|958|39.12|4|4|2|0.0240083507306889|0.0408350730688935|0.17391304347826098|0
1|818|88.58|7|8|3|0.0220048899755501|0.10828850855745699|0.38888888888888895|0
6|1387|44.83|5|9|1|0.0108147080028839|0.0323215573179524|0.33333333333333304|0
2|1465|33.97|3|10|5|0.00819112627986348|0.0231877133105802|0.25|0
2|1775|19.21|8|2|4|0.00112676056338028|0.0108225352112676|4.0|0
5|1145|11.05|4|1|3|0.00786026200873362|0.00965065502183406|0.444444444444444|0
6|1083|35.82|4|7|1|0.00369344413665743|0.0330747922437673|1.0|0
3|1358|80.39|6|1|3|0.005154639175257729|0.0591973490427099|0.857142857142857|0
1|1520|41.88|6|8|2|0.00131578947368421|0.0275526315789474|3.0|0
6|351|70.31|6|8|2|0.0598290598290598|0.20031339031339002|0.28571428571428603|0
5|1410|7.64|6|3|3|0.00567375886524823|0.00541843971631206|0.75|0
